Motif,RBP
MTF12096,NUPL2
MTF11865,NUPL2
MTF11850,NUPL2
MTF12018,NUPL2
MTF11851,PABPC1
MTF12003,PABPC1
MTF11961,PABPC3
MTF11952,PABPC4
MTF12031,PABPC5
MTF11954,PABPN1
MTF11814,PABPN1L
MTF11991,PABPN1L
MTF12020,PCBP1
MTF11861,PCBP1
MTF12080,PCBP1
MTF12090,PCBP1
MTF12116,PCBP1
MTF11955,PCBP2
MTF11887,PCBP2
MTF11965,PCBP2
MTF12026,PCBP2
MTF11963,PCBP2
MTF12083,PCBP2
MTF12022,PCBP4
MTF11988,PCBP4
MTF12037,PCBP4
MTF12078,PPRC1
MTF12047,PRR3
MTF11832,PRR3
MTF11808,PRR3
MTF11862,PTBP1
MTF11794,PTBP1
MTF11934,PTBP3
MTF11819,PTBP3
MTF11962,PUF60
MTF11805,PUF60
MTF12060,PUM1
MTF12019,PUM1
MTF11799,QKI
MTF11827,QKI
MTF11943,RALY
MTF12111,RALYL
MTF12046,RALYL
MTF11807,RBFOX2
MTF11966,RBFOX3
MTF11945,RBM3
MTF11852,RBM4
MTF12092,RBM4
MTF11926,RBM4
MTF12005,RBM4
MTF12055,RBM4
MTF11835,RBM4B
MTF11885,RBM4B
MTF11839,RBM4B
MTF11987,RBM4B
MTF12058,RBM5
MTF11847,RBM5
MTF11964,RBM6
MTF12056,RBM6
MTF11889,RBM6
MTF11900,RBM6
MTF12081,RBM6
MTF11883,RBM8A
MTF11828,RBM15B
MTF12103,RBM15B
MTF11975,RBM15B
MTF11946,RBM22
MTF11974,RBM23
MTF11853,RBM23
MTF12014,RBM24
MTF12021,RBM24
MTF12082,RBM24
MTF11903,RBM25
MTF11804,RBM25
MTF12121,RBM25
MTF11953,RBM28
MTF12099,RBM41
MTF12106,RBM41
MTF12027,RBM41
MTF12087,RBM42
MTF11843,RBM45
MTF12108,RBM45
MTF11907,RBM45
MTF11867,RBM45
MTF11829,RBM45
MTF12130,RBM45
MTF12016,RBM45
MTF11973,RBM46
MTF12095,RBM47
MTF12011,RBM47
MTF11855,RBMS1
MTF11795,RBMS2
MTF11944,RBMS2
MTF11890,RBMS2
MTF11796,RBMS3
MTF11940,RBMS3
MTF12104,RBMS3
MTF11870,RBMS3
MTF11905,RBMS3
MTF11971,RBMS3
MTF12072,RC3H1
MTF11858,RC3H1
MTF11958,RC3H1
MTF12036,RC3H1
MTF11842,SAMD4A
MTF11857,SART3
MTF12066,SF1
MTF12071,SF1
MTF12006,SF1
MTF11824,SF2
MTF12057,SFPQ
MTF11866,SFPQ
MTF11823,SFPQ
MTF11888,SFPQ
MTF12097,SFPQ
MTF11800,SFPQ
MTF11972,SFPQ
MTF11976,SNRNP70
MTF11950,SNRPA
MTF11878,SNRPA
MTF12041,SNRPA
MTF11793,SNRPA
MTF12067,SNRPA
MTF11912,SNRPA
MTF11938,SRSF1
MTF11909,SRSF1
MTF12032,SRSF1
MTF12125,SRSF1
MTF11880,SRSF1
MTF12043,SRSF1
MTF11895,SRSF2
MTF12117,SRSF2
MTF11982,SRSF2
MTF11820,SRSF2
MTF12123,SRSF4
MTF11915,SRSF4
MTF12098,SRSF4
MTF12077,SRSF5
MTF12052,SRSF5
MTF11935,SRSF5
MTF12010,SRSF5
MTF11830,SRSF5
MTF12015,SRSF8
MTF11997,SRSF8
MTF11951,SRSF9
MTF12039,SRSF9
MTF11856,SRSF9
MTF11816,SRSF9
MTF12050,SRSF9
MTF12064,SRSF10
MTF12088,SRSF10
MTF11993,SRSF11
MTF11937,SRSF11
MTF11881,STARPAP
MTF11859,TAF15
MTF11932,TAF15
MTF11844,TAF15
MTF12115,TARDBP
MTF11875,TARDBP
MTF12119,TIA1
MTF12040,TIA1
MTF11983,TIA1
MTF11977,TIA1
MTF12128,TRA2A
MTF11798,TRA2A
MTF11967,TRNAU1AP
MTF11898,TRNAU1AP
MTF12070,TRNAU1AP
MTF12054,U2AF2
MTF11942,UNK
MTF12051,UNK
MTF11841,UNK
MTF12034,UNK
MTF12038,YB1
MTF12009,YB1
MTF11999,YBX2
MTF11863,ZC3H10
MTF12007,ZC3H14
MTF12012,ZCRB1
MTF11838,ZCRB1
MTF12127,ZFP36
MTF11918,ZNF326
MTF11928,ZNF326
MTF12084,ZNF326
MTF12049,ZNF326
MTF11911,ZNF638
MTF11425,A1CF
MTF11478,ANKHD1
MTF11478,ANKRD17
MTF11478,ENSG00000249536
MTF10899,CELF4
MTF10778,CPEB2
MTF10641,DAZAP1
MTF10797,FMR1
MTF10990,BX511012.1
MTF10990,SRSF10
MTF10990,SRSF12
MTF11420,FXR2
MTF11399,G3BP2
MTF11477,ENSG00000215492
MTF11477,ENSG00000231942
MTF11477,HNRNPA1
MTF11103,HNRNPA1L2
MTF11076,HNRNPA2B1
MTF10971,HNRNPC
MTF10793,HNRNPK
MTF10991,HNRNPL
MTF11284,ELAVL1
MTF11657,IGF2BP2
MTF11537,KHDRBS3
MTF11060,LIN28A
MTF11551,MATR3
MTF10754,MBNL1
MTF11481,MSI1
MTF11481,MSI2
MTF10608,ENSG00000250177
MTF10608,PABPC4
MTF10657,PCBP2
MTF11045,PPRC1
MTF11470,QKI
MTF10746,RBM28
MTF10790,CIRBP
MTF10790,RBM3
MTF12147,RBM38
MTF11093,RBM14
MTF11288,RBM41
MTF11164,RBM46
MTF10966,RBM5
MTF11559,RBM8A
MTF11065,RBMS3
MTF12142,SRSF3
MTF11329,SAMD4A
MTF11329,SAMD4B
MTF10614,SART3
MTF11171,SRSF9
MTF11277,SNRNP70
MTF11630,SNRPA
MTF11459,SRSF2
MTF11447,SRSF7
MTF11678,SRSF9
MTF11255,TUT1
MTF11392,TARDBP
MTF10733,TIA1
MTF11458,U2AF2
MTF10840,YBX3
MTF11535,YBX2
MTF11680,ZC3H10
MTF11356,ZCRB1
MTF11531,SRSF10
MTF11066,SRSF10
MTF11524,SRSF10
MTF11385,ENSG00000215042
MTF11385,HNRNPL
MTF11417,SRSF1
MTF10895,SRSF1
MTF10888,SRSF1
MTF12148,SRSF1
MTF10675,SRSF1
MTF10729,ELAVL1
MTF10958,RBM14
MTF11708,YBX1
MTF10762,ELAVL1
MTF12134,MEX3B
MTF12134,MEX3C
MTF12134,MEX3D
MTF12144,SRSF6
MTF11681,ELAVL1
MTF12145,SNRPB2
MTF11679,ENOX1
MTF11679,ENOX2
MTF11109,ESRP2
MTF10631,RBM42
MTF11453,RBMS1
MTF11453,RBMS2P1
MTF11721,PABPC3
MTF10645,RBM5
MTF11612,PABPC1
MTF11612,PABPC1L
MTF11367,CNOT4
MTF11015,PABPN1
MTF11624,CPEB3
MTF11624,CPEB4
MTF11642,RALY
MTF11320,HNRNPH2
MTF11189,FXR1
MTF10901,LIN28A
MTF11502,SRSF1
MTF11135,ZNF638
MTF11443,TIA1
MTF10607,CELF3
MTF10607,CELF5
MTF11199,HNRNPCL1
MTF10783,RBFOX1
MTF10749,KHDRBS1
MTF11251,RBM6
MTF10834,PABPC5
MTF10959,IGF2BP3
MTF11236,RBMS3
MTF10832,MSI1
MTF11136,PSPC1
MTF11136,SFPQ
MTF10969,HNRNPLL
MTF11482,RBM24
MTF11409,KHDRBS2
MTF11148,PCBP1
MTF11318,CELF6
MTF12131,PCBP3
MTF12131,PCBP4
MTF12149,SF3B4
MTF12151,HNRNPDL
MTF11180,PTBP1
MTF12135,PTBP1
MTF12153,EIF2S1
MTF11031,ELAVL1
MTF12152,RBM47
MTF12146,HNRNPR
MTF12143,NCL
MTF11335,RBMY1A1
MTF11335,RBMY1B
MTF11335,RBMY1D
MTF11335,RBMY1E
MTF11335,RBMY1F
MTF11335,RBMY1J
MTF12154,RBMY1A1
MTF11302,ACO1
MTF12133,QKI
MTF10596,ZFP36
MTF10615,HNRNPA1
MTF10723,SRSF1
MTF10734,SRSF1
MTF11249,SRSF2
MTF11580,PABPC1
MTF10698,EIF4B
MTF12136,EIF4B
MTF12137,EIF4B
MTF11476,IGF2BP1
MTF11190,RBFOX1
MTF11654,NONO
MTF10695,FUS
MTF12138,SNRPA
MTF12139,SNRPA
MTF11694,SNRPA
MTF10617,MBNL1
MTF10617,MBNL3
MTF10709,MBNL1
MTF12132,ENSG00000248163
MTF12132,ENSG00000249644
MTF12132,NOVA2
MTF10771,NOVA2
MTF12140,ELAVL2
MTF11621,ELAVL2
MTF12141,ELAVL2
MTF10924,SRSF7
MTF11467,SRSF2
MTF11125,SRSF9
MTF12150,RBMX
MTF12150,RBMXL1
MTF12150,RBMXL2
MTF12150,RBMXL3
MTF11424,SNRPA
MTF11034,SNRPA
MTF11616,SNRPA
MTF11193,SNRPA
MTF11221,PABPC1
MTF11278,ZFP36
MTF11043,SRSF1
MTF11586,SRSF2
MTF11178,SRSF7
MTF11689,YTHDC1
MTF03279,AARS1
MTF03283,AARS1
MTF03284,AARS1
MTF03285,AARS1
MTF03286,AARS1
MTF03287,AARS1
MTF03288,AARS1
MTF03291,AARS1
MTF03293,AARS1
MTF03294,AARS1
MTF03295,AARS1
MTF03296,AARS1
MTF03297,AARS1
MTF03298,AARS1
MTF03299,AARS1
MTF03302,AARS1
MTF03303,AARS1
MTF03305,AARS1
MTF03306,AARS1
MTF08328,AARS1
MTF08329,AARS1
MTF08331,AARS1
MTF08333,AARS1
MTF08334,AARS1
MTF08336,AARS1
MTF08337,AARS1
MTF08338,AARS1
MTF08339,AARS1
MTF08340,AARS1
MTF08341,AARS1
MTF08342,AARS1
MTF08344,AARS1
MTF08345,AARS1
MTF08346,AARS1
MTF08347,AARS1
MTF08348,AARS1
MTF08350,AARS1
MTF01051,AATF
MTF01052,AATF
MTF01053,AATF
MTF01054,AATF
MTF01055,AATF
MTF01058,AATF
MTF01060,AATF
MTF01061,AATF
MTF01062,AATF
MTF01065,AATF
MTF01066,AATF
MTF01067,AATF
MTF01068,AATF
MTF01069,AATF
MTF01070,AATF
MTF01071,AATF
MTF01073,AATF
MTF01074,AATF
MTF05730,AATF
MTF05731,AATF
MTF05733,AATF
MTF05734,AATF
MTF05735,AATF
MTF05737,AATF
MTF05738,AATF
MTF05739,AATF
MTF05740,AATF
MTF05741,AATF
MTF05742,AATF
MTF05743,AATF
MTF05744,AATF
MTF05745,AATF
MTF05746,AATF
MTF05747,AATF
MTF05748,AATF
MTF05749,AATF
MTF05750,AATF
MTF05751,AATF
MTF05752,AATF
MTF05753,AATF
MTF05754,AATF
MTF05755,AATF
MTF05756,AATF
MTF02304,ABCF1
MTF02306,ABCF1
MTF02308,ABCF1
MTF02310,ABCF1
MTF02314,ABCF1
MTF02315,ABCF1
MTF02316,ABCF1
MTF02318,ABCF1
MTF02319,ABCF1
MTF02320,ABCF1
MTF02322,ABCF1
MTF02323,ABCF1
MTF02324,ABCF1
MTF02325,ABCF1
MTF02326,ABCF1
MTF07259,ABCF1
MTF07260,ABCF1
MTF07261,ABCF1
MTF07262,ABCF1
MTF07263,ABCF1
MTF07264,ABCF1
MTF07265,ABCF1
MTF07266,ABCF1
MTF07268,ABCF1
MTF07269,ABCF1
MTF07270,ABCF1
MTF07271,ABCF1
MTF07272,ABCF1
MTF07274,ABCF1
MTF07275,ABCF1
MTF08081,ACI
MTF08083,ACI
MTF08088,ACI
MTF08089,ACI
MTF08091,ACI
MTF08092,ACI
MTF08093,ACI
MTF08094,ACI
MTF08095,ACI
MTF08096,ACI
MTF08100,ACI
MTF08101,ACI
MTF08103,ACI
MTF08104,ACI
MTF08105,ACI
MTF08106,ACI
MTF08107,ACI
MTF00559,ADAT1
MTF00560,ADAT1
MTF00561,ADAT1
MTF00562,ADAT1
MTF00563,ADAT1
MTF00564,ADAT1
MTF00565,ADAT1
MTF00566,ADAT1
MTF00567,ADAT1
MTF00569,ADAT1
MTF00571,ADAT1
MTF00572,ADAT1
MTF00573,ADAT1
MTF00574,ADAT1
MTF00576,ADAT1
MTF00577,ADAT1
MTF00578,ADAT1
MTF00581,ADAT1
MTF00582,ADAT1
MTF00583,ADAT1
MTF00584,ADAT1
MTF00585,ADAT1
MTF00586,ADAT1
MTF03307,AGGF1
MTF03308,AGGF1
MTF03309,AGGF1
MTF03310,AGGF1
MTF03311,AGGF1
MTF03313,AGGF1
MTF03314,AGGF1
MTF03316,AGGF1
MTF03318,AGGF1
MTF03319,AGGF1
MTF03321,AGGF1
MTF03322,AGGF1
MTF03323,AGGF1
MTF03324,AGGF1
MTF03325,AGGF1
MTF03326,AGGF1
MTF03328,AGGF1
MTF08425,AGGF1
MTF08426,AGGF1
MTF08427,AGGF1
MTF08428,AGGF1
MTF08429,AGGF1
MTF08430,AGGF1
MTF08431,AGGF1
MTF08432,AGGF1
MTF08433,AGGF1
MTF08434,AGGF1
MTF08435,AGGF1
MTF08436,AGGF1
MTF08437,AGGF1
MTF08439,AGGF1
MTF08440,AGGF1
MTF08441,AGGF1
MTF08442,AGGF1
MTF06977,AGO2
MTF06978,AGO2
MTF06980,AGO2
MTF06983,AGO2
MTF06984,AGO2
MTF06986,AGO2
MTF06987,AGO2
MTF09807,AGO2
MTF09808,AGO2
MTF09819,AGO2
MTF09925,AGO2
MTF09931,AGO2
MTF09932,AGO2
MTF09939,AGO2
MTF09940,AGO2
MTF09941,AGO2
MTF09943,AGO2
MTF10341,AGO2
MTF10342,AGO2
MTF10345,AGO2
MTF10346,AGO2
MTF10352,AGO2
MTF10354,AGO2
MTF00768,AKAP1
MTF00769,AKAP1
MTF00771,AKAP1
MTF00772,AKAP1
MTF00773,AKAP1
MTF00774,AKAP1
MTF00775,AKAP1
MTF00777,AKAP1
MTF00779,AKAP1
MTF00780,AKAP1
MTF00781,AKAP1
MTF00782,AKAP1
MTF00783,AKAP1
MTF00784,AKAP1
MTF00785,AKAP1
MTF00786,AKAP1
MTF00787,AKAP1
MTF00788,AKAP1
MTF00791,AKAP1
MTF05401,AKAP1
MTF05403,AKAP1
MTF05404,AKAP1
MTF05405,AKAP1
MTF05407,AKAP1
MTF05408,AKAP1
MTF05410,AKAP1
MTF05411,AKAP1
MTF05412,AKAP1
MTF05413,AKAP1
MTF05414,AKAP1
MTF05415,AKAP1
MTF05416,AKAP1
MTF05417,AKAP1
MTF05419,AKAP1
MTF05420,AKAP1
MTF05421,AKAP1
MTF05422,AKAP1
MTF05423,AKAP1
MTF05424,AKAP1
MTF05426,AKAP1
MTF05427,AKAP1
MTF05428,AKAP1
MTF05429,AKAP1
MTF05431,AKAP1
MTF05432,AKAP1
MTF05433,AKAP1
MTF05434,AKAP1
MTF05435,AKAP1
MTF03120,AKAP8L
MTF03121,AKAP8L
MTF03122,AKAP8L
MTF03123,AKAP8L
MTF03124,AKAP8L
MTF03125,AKAP8L
MTF03126,AKAP8L
MTF03127,AKAP8L
MTF03128,AKAP8L
MTF03131,AKAP8L
MTF03133,AKAP8L
MTF03134,AKAP8L
MTF03136,AKAP8L
MTF03137,AKAP8L
MTF03138,AKAP8L
MTF03140,AKAP8L
MTF03141,AKAP8L
MTF08192,AKAP8L
MTF08193,AKAP8L
MTF08194,AKAP8L
MTF08195,AKAP8L
MTF08198,AKAP8L
MTF08201,AKAP8L
MTF08202,AKAP8L
MTF08203,AKAP8L
MTF08204,AKAP8L
MTF08205,AKAP8L
MTF08206,AKAP8L
MTF08207,AKAP8L
MTF08208,AKAP8L
MTF08209,AKAP8L
MTF08210,AKAP8L
MTF08211,AKAP8L
MTF08212,AKAP8L
MTF08213,AKAP8L
MTF08164,ALKBH1
MTF08165,ALKBH1
MTF08166,ALKBH1
MTF08167,ALKBH1
MTF08168,ALKBH1
MTF08169,ALKBH1
MTF08170,ALKBH1
MTF08171,ALKBH1
MTF08172,ALKBH1
MTF08173,ALKBH1
MTF08174,ALKBH1
MTF08175,ALKBH1
MTF08176,ALKBH1
MTF08177,ALKBH1
MTF08178,ALKBH1
MTF08180,ALKBH1
MTF08181,ALKBH1
MTF08182,ALKBH1
MTF08183,ALKBH1
MTF08184,ALKBH1
MTF08185,ALKBH1
MTF08187,ALKBH1
MTF08188,ALKBH1
MTF08190,ALKBH1
MTF05672,ALKBH5
MTF05678,ALKBH5
MTF05679,ALKBH5
MTF05681,ALKBH5
MTF05683,ALKBH5
MTF05684,ALKBH5
MTF05685,ALKBH5
MTF05686,ALKBH5
MTF05687,ALKBH5
MTF05688,ALKBH5
MTF05689,ALKBH5
MTF05690,ALKBH5
MTF05691,ALKBH5
MTF05692,ALKBH5
MTF10216,ALKBH5
MTF10219,ALKBH5
MTF10220,ALKBH5
MTF10221,ALKBH5
MTF10222,ALKBH5
MTF10223,ALKBH5
MTF10225,ALKBH5
MTF10226,ALKBH5
MTF01322,APEX1
MTF01323,APEX1
MTF01324,APEX1
MTF01325,APEX1
MTF01326,APEX1
MTF01327,APEX1
MTF01330,APEX1
MTF01331,APEX1
MTF04407,APOBEC3C
MTF04408,APOBEC3C
MTF04410,APOBEC3C
MTF04411,APOBEC3C
MTF04412,APOBEC3C
MTF04413,APOBEC3C
MTF04414,APOBEC3C
MTF04415,APOBEC3C
MTF04416,APOBEC3C
MTF04417,APOBEC3C
MTF04418,APOBEC3C
MTF04419,APOBEC3C
MTF04421,APOBEC3C
MTF04422,APOBEC3C
MTF04423,APOBEC3C
MTF04424,APOBEC3C
MTF04425,APOBEC3C
MTF09756,APOBEC3C
MTF09757,APOBEC3C
MTF09758,APOBEC3C
MTF09759,APOBEC3C
MTF09760,APOBEC3C
MTF09761,APOBEC3C
MTF09763,APOBEC3C
MTF09764,APOBEC3C
MTF09765,APOBEC3C
MTF09766,APOBEC3C
MTF09767,APOBEC3C
MTF09768,APOBEC3C
MTF09770,APOBEC3C
MTF09771,APOBEC3C
MTF09772,APOBEC3C
MTF09773,APOBEC3C
MTF09774,APOBEC3C
MTF09776,APOBEC3C
MTF09777,APOBEC3C
MTF09778,APOBEC3C
MTF09779,APOBEC3C
MTF01332,AQR
MTF01333,AQR
MTF01336,AQR
MTF01338,AQR
MTF01339,AQR
MTF01341,AQR
MTF01342,AQR
MTF01343,AQR
MTF01344,AQR
MTF01345,AQR
MTF01346,AQR
MTF01347,AQR
MTF01348,AQR
MTF01349,AQR
MTF01350,AQR
MTF01351,AQR
MTF01352,AQR
MTF01354,AQR
MTF06000,AQR
MTF06004,AQR
MTF06005,AQR
MTF06007,AQR
MTF06009,AQR
MTF06011,AQR
MTF06012,AQR
MTF06013,AQR
MTF06014,AQR
MTF06015,AQR
MTF06016,AQR
MTF06017,AQR
MTF06018,AQR
MTF06019,AQR
MTF06020,AQR
MTF06021,AQR
MTF06022,AQR
MTF06023,AQR
MTF06024,AQR
MTF06025,AQR
MTF06026,AQR
MTF06027,AQR
MTF06028,AQR
MTF06030,AQR
MTF06031,AQR
MTF06032,AQR
MTF06033,AQR
MTF08001,ATXN2
MTF08002,ATXN2
MTF08007,ATXN2
MTF08008,ATXN2
MTF08009,ATXN2
MTF08010,ATXN2
MTF08011,ATXN2
MTF08013,ATXN2
MTF08015,ATXN2
MTF08016,ATXN2
MTF08017,ATXN2
MTF08018,ATXN2
MTF08020,ATXN2
MTF08021,ATXN2
MTF08022,ATXN2
MTF02810,BCCIP
MTF02812,BCCIP
MTF02814,BCCIP
MTF02815,BCCIP
MTF02817,BCCIP
MTF02818,BCCIP
MTF02819,BCCIP
MTF02820,BCCIP
MTF02821,BCCIP
MTF02823,BCCIP
MTF02824,BCCIP
MTF02825,BCCIP
MTF02826,BCCIP
MTF02827,BCCIP
MTF02828,BCCIP
MTF02830,BCCIP
MTF02831,BCCIP
MTF07681,BCCIP
MTF07682,BCCIP
MTF07683,BCCIP
MTF07684,BCCIP
MTF07685,BCCIP
MTF07688,BCCIP
MTF07689,BCCIP
MTF07692,BCCIP
MTF07693,BCCIP
MTF07694,BCCIP
MTF07696,BCCIP
MTF07697,BCCIP
MTF07698,BCCIP
MTF07700,BCCIP
MTF07701,BCCIP
MTF07703,BCCIP
MTF07705,BCCIP
MTF07706,BCCIP
MTF07707,BCCIP
MTF07708,BCCIP
MTF00440,BCLAF1
MTF00442,BCLAF1
MTF00448,BCLAF1
MTF00453,BCLAF1
MTF00454,BCLAF1
MTF00455,BCLAF1
MTF00456,BCLAF1
MTF00457,BCLAF1
MTF00458,BCLAF1
MTF00459,BCLAF1
MTF00460,BCLAF1
MTF00461,BCLAF1
MTF00464,BCLAF1
MTF00465,BCLAF1
MTF00466,BCLAF1
MTF04999,BCLAF1
MTF05000,BCLAF1
MTF05001,BCLAF1
MTF05002,BCLAF1
MTF05004,BCLAF1
MTF05005,BCLAF1
MTF05006,BCLAF1
MTF05007,BCLAF1
MTF05008,BCLAF1
MTF05009,BCLAF1
MTF05010,BCLAF1
MTF05011,BCLAF1
MTF05012,BCLAF1
MTF05013,BCLAF1
MTF05014,BCLAF1
MTF05015,BCLAF1
MTF05016,BCLAF1
MTF05017,BCLAF1
MTF02245,BUD13
MTF02249,BUD13
MTF02253,BUD13
MTF02254,BUD13
MTF02256,BUD13
MTF02258,BUD13
MTF02259,BUD13
MTF02262,BUD13
MTF02264,BUD13
MTF02265,BUD13
MTF02266,BUD13
MTF02268,BUD13
MTF02269,BUD13
MTF02270,BUD13
MTF02271,BUD13
MTF07157,BUD13
MTF07159,BUD13
MTF07160,BUD13
MTF07161,BUD13
MTF07163,BUD13
MTF07164,BUD13
MTF07168,BUD13
MTF07170,BUD13
MTF07173,BUD13
MTF07174,BUD13
MTF07175,BUD13
MTF07176,BUD13
MTF07177,BUD13
MTF07179,BUD13
MTF07180,BUD13
MTF09499,CAPRIN1
MTF09502,CAPRIN1
MTF09505,CAPRIN1
MTF09506,CAPRIN1
MTF09507,CAPRIN1
MTF09509,CAPRIN1
MTF09511,CAPRIN1
MTF10578,CAPRIN1
MTF10580,CAPRIN1
MTF10582,CAPRIN1
MTF10583,CAPRIN1
MTF10584,CAPRIN1
MTF10585,CAPRIN1
MTF10586,CAPRIN1
MTF10587,CAPRIN1
MTF10588,CAPRIN1
MTF10589,CAPRIN1
MTF10590,CAPRIN1
MTF10591,CAPRIN1
MTF10592,CAPRIN1
MTF10593,CAPRIN1
MTF00912,CDC40
MTF00914,CDC40
MTF00915,CDC40
MTF00916,CDC40
MTF00920,CDC40
MTF00921,CDC40
MTF00922,CDC40
MTF00925,CDC40
MTF00927,CDC40
MTF00928,CDC40
MTF00929,CDC40
MTF00930,CDC40
MTF00931,CDC40
MTF00933,CDC40
MTF00934,CDC40
MTF00935,CDC40
MTF00936,CDC40
MTF00939,CDC40
MTF00941,CDC40
MTF00942,CDC40
MTF05567,CDC40
MTF05568,CDC40
MTF05569,CDC40
MTF05570,CDC40
MTF05571,CDC40
MTF05572,CDC40
MTF05573,CDC40
MTF05574,CDC40
MTF05576,CDC40
MTF05577,CDC40
MTF05578,CDC40
MTF05579,CDC40
MTF05580,CDC40
MTF05581,CDC40
MTF05584,CDC40
MTF05585,CDC40
MTF05586,CDC40
MTF05588,CDC40
MTF05589,CDC40
MTF07369,CELF2
MTF07374,CELF2
MTF07377,CELF2
MTF07378,CELF2
MTF07379,CELF2
MTF07381,CELF2
MTF07384,CELF2
MTF07385,CELF2
MTF07387,CELF2
MTF07388,CELF2
MTF07390,CELF2
MTF07391,CELF2
MTF12252,CHTOP
MTF12253,CHTOP
MTF07327,CNBP
MTF07328,CNBP
MTF07329,CNBP
MTF00264,CPEB4
MTF00265,CPEB4
MTF00266,CPEB4
MTF00267,CPEB4
MTF00269,CPEB4
MTF00270,CPEB4
MTF00272,CPEB4
MTF00274,CPEB4
MTF00275,CPEB4
MTF00276,CPEB4
MTF00277,CPEB4
MTF00278,CPEB4
MTF00279,CPEB4
MTF00281,CPEB4
MTF00282,CPEB4
MTF00284,CPEB4
MTF00285,CPEB4
MTF00287,CPEB4
MTF00289,CPEB4
MTF00291,CPEB4
MTF00292,CPEB4
MTF00293,CPEB4
MTF00294,CPEB4
MTF04759,CPEB4
MTF04760,CPEB4
MTF04761,CPEB4
MTF04762,CPEB4
MTF04763,CPEB4
MTF04764,CPEB4
MTF04765,CPEB4
MTF04766,CPEB4
MTF04767,CPEB4
MTF04768,CPEB4
MTF04769,CPEB4
MTF04772,CPEB4
MTF04774,CPEB4
MTF07752,CPSF1
MTF07755,CPSF1
MTF07757,CPSF1
MTF07761,CPSF1
MTF07764,CPSF1
MTF07765,CPSF1
MTF07766,CPSF1
MTF07767,CPSF1
MTF07768,CPSF1
MTF07769,CPSF1
MTF07770,CPSF1
MTF07771,CPSF1
MTF07773,CPSF1
MTF07774,CPSF1
MTF07775,CPSF1
MTF07776,CPSF1
MTF07777,CPSF1
MTF07779,CPSF1
MTF08542,CPSF2
MTF08544,CPSF2
MTF08545,CPSF2
MTF08546,CPSF2
MTF08547,CPSF2
MTF08548,CPSF2
MTF08549,CPSF2
MTF08550,CPSF2
MTF08551,CPSF2
MTF08552,CPSF2
MTF08553,CPSF2
MTF08554,CPSF2
MTF08558,CPSF2
MTF05160,CPSF3
MTF05163,CPSF3
MTF05164,CPSF3
MTF05165,CPSF3
MTF05168,CPSF3
MTF05169,CPSF3
MTF05172,CPSF3
MTF05173,CPSF3
MTF05174,CPSF3
MTF05175,CPSF3
MTF05176,CPSF3
MTF05177,CPSF3
MTF05179,CPSF3
MTF05180,CPSF3
MTF05181,CPSF3
MTF05182,CPSF3
MTF05183,CPSF3
MTF05184,CPSF3
MTF05185,CPSF3
MTF05186,CPSF3
MTF05189,CPSF3
MTF05190,CPSF3
MTF05191,CPSF3
MTF08798,CPSF4
MTF08799,CPSF4
MTF08800,CPSF4
MTF08802,CPSF4
MTF08803,CPSF4
MTF08804,CPSF4
MTF08807,CPSF4
MTF08808,CPSF4
MTF08809,CPSF4
MTF08810,CPSF4
MTF08811,CPSF4
MTF08815,CPSF4
MTF08816,CPSF4
MTF08817,CPSF4
MTF08819,CPSF4
MTF08820,CPSF4
MTF08822,CPSF4
MTF08825,CPSF4
MTF01433,CPSF6
MTF01434,CPSF6
MTF01436,CPSF6
MTF01440,CPSF6
MTF01441,CPSF6
MTF01443,CPSF6
MTF01444,CPSF6
MTF01445,CPSF6
MTF01446,CPSF6
MTF01447,CPSF6
MTF01448,CPSF6
MTF01449,CPSF6
MTF01450,CPSF6
MTF01451,CPSF6
MTF01452,CPSF6
MTF01453,CPSF6
MTF01454,CPSF6
MTF01455,CPSF6
MTF01456,CPSF6
MTF01457,CPSF6
MTF01459,CPSF6
MTF06167,CPSF6
MTF06172,CPSF6
MTF06174,CPSF6
MTF06176,CPSF6
MTF06177,CPSF6
MTF06178,CPSF6
MTF06179,CPSF6
MTF06180,CPSF6
MTF06182,CPSF6
MTF06184,CPSF6
MTF06185,CPSF6
MTF06186,CPSF6
MTF06187,CPSF6
MTF06188,CPSF6
MTF06189,CPSF6
MTF06190,CPSF6
MTF06191,CPSF6
MTF06192,CPSF6
MTF06193,CPSF6
MTF04853,CPSF7
MTF04854,CPSF7
MTF04856,CPSF7
MTF04861,CPSF7
MTF04862,CPSF7
MTF04864,CPSF7
MTF04865,CPSF7
MTF04866,CPSF7
MTF04867,CPSF7
MTF04868,CPSF7
MTF07745,CSDE1
MTF07746,CSDE1
MTF07747,CSDE1
MTF07748,CSDE1
MTF07749,CSDE1
MTF07750,CSDE1
MTF07751,CSDE1
MTF12206,CSDE1
MTF12208,CSDE1
MTF12209,CSDE1
MTF12210,CSDE1
MTF12211,CSDE1
MTF12212,CSDE1
MTF12213,CSDE1
MTF04229,CSTF2
MTF04232,CSTF2
MTF04235,CSTF2
MTF04238,CSTF2
MTF04239,CSTF2
MTF04244,CSTF2
MTF04245,CSTF2
MTF04248,CSTF2
MTF04249,CSTF2
MTF04250,CSTF2
MTF04251,CSTF2
MTF04253,CSTF2
MTF04254,CSTF2
MTF04255,CSTF2
MTF04256,CSTF2
MTF04257,CSTF2
MTF04258,CSTF2
MTF04259,CSTF2
